#{"t_start": 1789427883.1638968, "env_id": "ALE/SpaceInvaders-v5"}
r,l,t
485.0,3643,31930.921471
520.0,3517,31943.151531
725.0,4457,31959.407544
525.0,3535,31972.719601
465.0,3409,31984.952255
805.0,3813,31998.368052
805.0,4161,32013.734886
770.0,3529,32026.195581
580.0,4425,32041.897256
545.0,3621,32054.742155
380.0,3093,32066.093103
190.0,2089,32073.428277
370.0,2415,32081.901838
520.0,3739,32095.970974
270.0,2569,32105.030841
495.0,3145,32115.991794
405.0,3409,32127.841757
275.0,2347,32136.629469
515.0,3635,32150.181564
525.0,4325,32165.590701
685.0,3839,32179.819239
365.0,2807,32189.637181
620.0,2981,32199.928851
270.0,2215,32208.204466
300.0,2141,32215.583486
545.0,3399,32227.572961
640.0,4635,32243.877296
540.0,3561,32256.834008
575.0,4431,32272.253575
235.0,2305,32280.367342
575.0,3209,32292.123746
570.0,4236,32327.313004
805.0,3593,32340.640231
520.0,3683,32354.119032
290.0,2587,32363.300861
470.0,2533,32372.128845
320.0,2535,32381.045906
415.0,2345,32389.878517
330.0,3117,32400.904714
570.0,4363,32416.33529
725.0,3775,32430.036288
630.0,2745,32439.863325
525.0,4035,32454.211321
500.0,3233,32465.530855
360.0,2768,32476.15604
800.0,3871,32489.789046
530.0,3675,32502.570145
800.0,4875,32520.716653
115.0,1909,32527.522669
575.0,4641,32543.674795
390.0,2949,32554.593583
715.0,4257,32570.695994
830.0,4087,32585.892111
485.0,3725,32599.00676
435.0,2925,32610.562327
580.0,3781,32623.806763
355.0,2825,32633.716626
480.0,3735,32647.426553
160.0,1953,32654.254571
405.0,3281,32666.130576
800.0,4431,32681.71764
560.0,2759,32692.128561
600.0,4215,32707.110398
685.0,4119,32721.656261
350.0,2547,32731.010618
515.0,2705,32740.750619
170.0,2007,32747.798961
630.0,4273,32763.56879
265.0,1983,32770.686073
740.0,4771,32788.151144
805.0,3333,32799.854115
455.0,3323,32812.258138
750.0,3423,32825.191946
220.0,2309,32833.289913
135.0,1569,32838.858281
210.0,1939,32846.672708
170.0,1979,32853.649032
800.0,4267,32868.874143
510.0,3341,32880.942985
695.0,4503,32897.32085
325.0,3121,32908.54503
425.0,3037,32919.266928
220.0,2815,32929.771045
570.0,3546,32942.439039
690.0,3611,32955.264565
330.0,3283,32967.213945
605.0,3193,32978.748501
265.0,2151,32986.307757
575.0,3411,32998.608156
405.0,2759,33008.941975
660.0,3801,33022.331251
805.0,3441,33034.523211
460.0,2491,33043.277028
575.0,3593,33056.355044
455.0,2979,33066.928069
775.0,4551,33083.101071
575.0,3993,33097.178505
295.0,1925,33104.452266
485.0,3135,33115.546276
715.0,3979,33129.50544
575.0,3857,33143.496415
295.0,2289,33151.406618
605.0,3653,33165.40067
245.0,2001,33174.074954
975.0,3443,33189.755469
75.0,1031,33193.860184
475.0,2429,33202.503787
485.0,2867,33212.575961
500.0,2849,33223.552598
570.0,2785,33233.233874
390.0,2555,33242.174546
345.0,2399,33251.311806
390.0,2540,33260.260606
490.0,2515,33269.097276
355.0,2588,33278.239712
330.0,2819,33288.946095
330.0,2163,33296.549344
335.0,2235,33304.531584
575.0,4692,33322.010354
365.0,2836,33331.922313
385.0,3291,33343.624177
265.0,2173,33351.80472
530.0,3581,33364.498773
600.0,3145,33375.554695
240.0,2487,33384.297572
340.0,2317,33392.937454
385.0,2827,33402.873421
775.0,3514,33415.230941
340.0,2947,33425.591903
830.0,5211,33444.721427
495.0,3567,33457.303407
220.0,2175,33464.781833
375.0,2615,33474.512263
955.0,5857,33495.357871
250.0,2487,33504.061921
340.0,2291,33511.933922
340.0,2810,33522.819019
335.0,2491,33531.517201
255.0,1933,33538.259333
540.0,2735,33548.409025
510.0,2119,33555.83665
180.0,1937,33562.537184
385.0,2357,33570.706779
800.0,4043,33585.445821
800.0,2869,33595.753793
370.0,2413,33604.309052
380.0,2401,33613.085779
485.0,3365,33625.009312
290.0,2521,33633.852476
440.0,2113,33641.119675
510.0,3169,33652.425749
220.0,2175,33660.698662
500.0,3347,33672.429537
90.0,1179,33676.549675
290.0,2191,33684.729156
435.0,2515,33694.007284
570.0,4037,33708.449085
540.0,3013,33720.414654
70.0,1177,33724.90928
235.0,2209,33732.78307
535.0,4080,33748.499114
570.0,3815,33762.02442
350.0,2743,33771.575981
470.0,2385,33781.723524
275.0,2373,33790.47453
370.0,2631,33821.73643
630.0,3927,33835.974801
695.0,3635,33849.182156
275.0,2149,33857.746193
525.0,3165,33868.901884
330.0,2463,33877.652647
520.0,3459,33889.99593
490.0,3337,33902.831747
570.0,3681,33915.975821
360.0,2607,33925.121266
440.0,2667,33935.162248
555.0,3411,33947.191169
470.0,3527,33959.549575
480.0,3329,33971.647385
475.0,2847,33981.94961
210.0,2005,33989.032432
575.0,3917,34002.815118
470.0,3963,34017.789205
445.0,2681,34029.64458
610.0,2919,34042.672328
395.0,2747,34055.403701
395.0,2747,34067.3998
555.0,2921,34080.041913
535.0,3605,34093.046006
545.0,3691,34106.696438
330.0,2731,34116.416082
175.0,1949,34123.196385
765.0,5589,34143.337563
575.0,3217,34154.729707
570.0,3395,34166.605538
490.0,3577,34179.043166
570.0,3129,34190.341597
575.0,3748,34203.577555
770.0,2769,34213.173364
365.0,3395,34225.389851
465.0,3047,34236.999537
550.0,3639,34249.741715
525.0,3449,34261.667941
520.0,3617,34274.94557
600.0,3739,34288.00639
220.0,1803,34294.342461
600.0,3567,34306.876271
780.0,4043,34321.224121
575.0,3878,34334.670879
585.0,3613,34347.149563
470.0,3191,34358.780493
355.0,2335,34366.740469
205.0,1905,34373.404791
390.0,3185,34385.631566
465.0,2953,34395.880606
450.0,2955,34407.125615
600.0,3881,34422.273953
525.0,3367,34434.172436
600.0,3523,34448.790283
520.0,3711,34461.650029
575.0,3419,34474.326619
395.0,2439,34482.816157
655.0,4531,34498.975241
440.0,3373,34510.975198
525.0,3250,34522.584612
460.0,3669,34535.452219
575.0,2753,34545.213625
770.0,3515,34558.269747
520.0,3135,34570.625504
605.0,3567,34583.016017
175.0,1507,34588.315147
310.0,2133,34596.174586
615.0,3417,34608.628234
605.0,3495,34621.496985
530.0,3305,34633.671682
490.0,3509,34647.076867
600.0,3387,34659.267893
570.0,3667,34672.061664
485.0,3221,34684.095208
1000.0,3735,34697.147711
995.0,6335,34719.554086
400.0,3009,34730.039871
570.0,3633,34743.288075
790.0,4345,34758.564863
545.0,3449,34770.728927
400.0,3183,34781.963463
575.0,3757,34795.51221
415.0,2817,34806.093251
520.0,3633,34818.923509
400.0,2233,34827.825565
525.0,3363,34839.751736
390.0,3151,34851.079116
280.0,2187,34859.500535
710.0,3785,34872.933749
380.0,3021,34883.525725
195.0,1983,34890.475247
395.0,2737,34900.661237
180.0,1923,34907.404474
550.0,2957,34917.791815
120.0,1499,34923.805389
335.0,2495,34932.933633
330.0,2349,34941.118212
440.0,2653,34950.950663
265.0,2197,34958.659088
570.0,4271,34973.620993
540.0,3702,34986.604731
530.0,3147,34998.204244
395.0,2823,35008.187035
745.0,3420,35021.205551
600.0,4079,35037.657022
580.0,4001,35051.746928
160.0,2323,35059.90658
490.0,3585,35072.946285
475.0,3237,35084.739206
605.0,3863,35098.343644
260.0,2041,35105.549823
440.0,2879,35117.099797
450.0,2977,35129.293563
475.0,2577,35138.343039
525.0,3411,35151.145629
390.0,3761,35164.750903
870.0,5463,35184.595391
515.0,3955,35198.949723
115.0,1495,35204.193958
465.0,4097,35218.538848
425.0,3309,35230.147562
305.0,2537,35239.573166
495.0,3635,35252.190336
380.0,3095,35263.03208
305.0,2526,35272.208647
190.0,2607,35281.867536
335.0,2895,35307.90675
530.0,3287,35320.998534
585.0,3387,35332.849791
600.0,3551,35345.190959
515.0,3175,35356.300131
345.0,3231,35367.988829
465.0,3995,35382.08442
725.0,3701,35395.216953
495.0,3057,35406.438042
735.0,3655,35419.106463
490.0,3527,35431.492369
360.0,3059,35442.696363
265.0,2267,35450.677592
445.0,2481,35459.824261
360.0,2865,35469.686861
390.0,3379,35482.076577
475.0,2939,35492.482223
770.0,4021,35506.856401
830.0,4245,35523.010105
1235.0,6029,35544.76809
600.0,3781,35558.011167
580.0,3904,35571.596234
655.0,4175,35586.891108
800.0,3699,35599.955707
490.0,4317,35615.243402
545.0,3821,35629.203107
305.0,1841,35635.818334
440.0,3277,35647.248302
600.0,3553,35659.593415
130.0,1455,35665.25777
545.0,4124,35679.988749
335.0,2597,35688.90643
415.0,2733,35699.057132
335.0,2609,35708.125872
400.0,2477,35716.733132
445.0,2799,35727.093821
805.0,3563,35739.5847
600.0,3819,35753.159194
580.0,3475,35765.615244
570.0,3920,35780.138077
550.0,2761,35789.82887
775.0,4131,35804.437625
890.0,4507,35820.36726
490.0,3155,35831.825067
265.0,2229,35839.726426
540.0,3821,35852.892399
600.0,4063,35867.846259
520.0,3141,35878.849787
670.0,4449,35894.360577
410.0,3279,35905.747082
370.0,2733,35915.924857
600.0,3745,35928.9443
490.0,3577,35941.329754
685.0,3811,35955.149545
460.0,2979,35965.619821
485.0,3531,35977.893865
770.0,3263,35989.209245
360.0,3071,36001.081573
600.0,3423,36013.06051
430.0,2943,36023.460247
460.0,3153,36034.924649
375.0,2593,36043.959092
600.0,4615,36060.116798
575.0,3713,36073.469711
205.0,1535,36078.919985
395.0,2409,36087.325602
600.0,3789,36100.562932
300.0,2753,36110.757632
600.0,3913,36124.955962
860.0,4573,36140.861754
915.0,3605,36154.079574
770.0,3165,36165.206416
570.0,3815,36178.560725
515.0,3438,36190.429627
520.0,3087,36201.904491
605.0,3861,36215.375665
410.0,2893,36225.475091
575.0,3585,36239.189076
370.0,2751,36248.88449
460.0,2997,36259.364818
385.0,3335,36271.810057
605.0,3843,36286.124772
440.0,2865,36296.282449
595.0,3455,36308.411052
750.0,5067,36327.27997
600.0,3753,36340.285133
970.0,3713,36353.643583
665.0,5073,36372.132285
970.0,4210,36387.645466
430.0,3495,36400.778199
575.0,3521,36413.862115
525.0,3229,36425.644043
580.0,3561,36438.787364
220.0,1835,36446.09604
470.0,3029,36456.861457
605.0,3421,36469.968546
425.0,2771,36479.771975
745.0,3787,36493.071214
345.0,2399,36501.599668
415.0,3075,36513.449879
465.0,3489,36525.729277
600.0,4367,36541.110024
555.0,3675,36554.778152
230.0,2023,36561.756054
430.0,3427,36573.642617
365.0,3165,36585.282583
800.0,4459,36601.328554
635.0,3279,36612.892183
210.0,1799,36619.522057
1120.0,5384,36639.072884
335.0,2793,36648.793596
390.0,3263,36660.281058
575.0,3676,36674.278503
720.0,3435,36686.308014
585.0,3630,36699.202657
340.0,2255,36707.299569
300.0,2515,36716.673532
600.0,4051,36730.871129
255.0,1723,36736.793801
355.0,2519,36746.344865
575.0,3552,36758.832793
515.0,3647,36789.8151
225.0,2015,36798.864592
530.0,2585,36809.355063
570.0,4901,36826.544228
200.0,2301,36834.839003
800.0,3643,36848.43868
545.0,3205,36859.579958
545.0,3383,36871.224252
435.0,3157,36883.050791
320.0,2151,36890.512181
495.0,3241,36901.822988
500.0,3383,36914.413709
230.0,2249,36922.113914
275.0,2045,36929.296698
545.0,3793,36943.311396
825.0,3211,36954.524683
200.0,1941,36961.284216
410.0,2793,36971.004512
535.0,3843,36985.321656
320.0,2537,36994.111881
800.0,3957,37007.965732
340.0,3379,37020.405931
505.0,4455,37036.060689
600.0,3591,37048.67642
295.0,2539,37057.505848
500.0,3471,37070.945759
570.0,3115,37081.797124
600.0,3919,37095.491979
490.0,3259,37107.414728
600.0,3519,37119.929216
770.0,3535,37132.315922
290.0,2657,37141.600152
195.0,2067,37149.31478
260.0,2605,37158.543453
320.0,2457,37167.170106
940.0,5545,37187.254277
720.0,5153,37205.337998
600.0,3843,37218.606247
780.0,4106,37233.93766
700.0,3889,37247.453085
300.0,2255,37255.92446
570.0,3589,37268.416547
620.0,3399,37281.126868
330.0,2770,37291.422316
485.0,3165,37302.557815
220.0,1967,37309.601717
995.0,6093,37332.115307
130.0,1477,37337.4106
515.0,3803,37350.835775
810.0,2997,37362.406261
605.0,3997,37377.450237
585.0,3572,37390.857008
960.0,6121,37412.685477
390.0,2511,37422.308964
440.0,3139,37433.459905
185.0,2469,37442.877152
425.0,3135,37455.217101
600.0,3861,37469.443654
525.0,3561,37481.992281
290.0,2587,37491.051768
590.0,3033,37502.137602
335.0,3771,37516.508817
315.0,2687,37527.085841
800.0,4297,37542.265061
585.0,3465,37555.315991
510.0,3797,37568.692234
475.0,4507,37584.618512
550.0,4241,37599.861258
220.0,1767,37606.745409
1005.0,6377,37629.325697
495.0,2563,37638.929131
545.0,3500,37651.195054
520.0,2513,37660.004836
525.0,3621,37672.639648
405.0,2573,37681.492041
745.0,3719,37695.129143
415.0,2525,37703.733868
300.0,2771,37713.450737
460.0,3081,37724.626112
370.0,3203,37735.862354
540.0,3527,37748.278551
250.0,2029,37755.521226
785.0,5765,37776.523245
775.0,3767,37790.462649
460.0,3561,37803.189275
730.0,4197,37817.931379
480.0,3729,37832.140968
490.0,3123,37842.953588
775.0,4781,37859.784521
500.0,3063,37870.526248
600.0,4101,37885.387304
600.0,3933,37900.180911
550.0,3477,37912.355538
390.0,2705,37921.758506
505.0,3541,37934.943591
600.0,4049,37949.190169
475.0,2929,37959.321685
450.0,3329,37971.822261
360.0,2815,37981.650139
485.0,3731,37994.769542
435.0,2901,38005.134384
490.0,3981,38020.04507
405.0,2893,38030.122348
775.0,4371,38047.55159
665.0,3093,38059.330056
515.0,4033,38073.612606
720.0,3877,38087.371762
600.0,3817,38101.202244
570.0,4892,38118.5729
175.0,2167,38126.05539
515.0,3382,38137.947942
515.0,3978,38152.564838
605.0,3387,38165.113937
550.0,3931,38178.9733
600.0,4407,38194.469352
605.0,4301,38210.08237
515.0,3713,38223.516117
305.0,2657,38232.886232
540.0,3507,38264.51541
775.0,3088,38275.407002
445.0,3197,38286.480899
360.0,2397,38294.848599
395.0,2757,38304.82135
1000.0,4057,38319.173368
700.0,3457,38331.123402
775.0,3855,38344.583387
600.0,4487,38360.685674
570.0,3533,38372.997545
800.0,4493,38388.591185
600.0,4115,38403.191751
660.0,3349,38415.333037
545.0,3303,38426.697321
570.0,3601,38439.091167
485.0,3309,38450.551206
800.0,3965,38464.772348
600.0,3415,38476.85751
580.0,3200,38487.912344
525.0,3293,38499.302471
1050.0,7547,38526.301843
1125.0,6351,38548.402475
575.0,3227,38559.604769
470.0,3573,38572.292514
745.0,3567,38584.917281
455.0,3657,38597.661413
325.0,2775,38607.287797
865.0,3845,38620.877428
725.0,5603,38640.364307
805.0,3519,38652.675475
800.0,3913,38666.50233
445.0,3087,38677.61607
545.0,4225,38692.284112
1100.0,6191,38713.840998
510.0,4197,38730.681092
470.0,3777,38744.367119
545.0,3409,38756.250556
195.0,1457,38761.272828
745.0,3550,38774.169251
940.0,5093,38791.986155
465.0,3515,38804.179046
970.0,3571,38816.820397
640.0,4443,38832.543091
455.0,3115,38843.422109
450.0,3443,38855.291558
490.0,3511,38868.023757
790.0,4887,38884.915209
775.0,5833,38905.120471
630.0,3739,38918.444991
630.0,3865,38931.793867
545.0,3521,38944.030096
495.0,3949,38957.940015
490.0,3387,38970.065531
570.0,3882,38983.531141
930.0,5890,39004.363093
575.0,3693,39017.840142
770.0,3950,39031.74612
515.0,3867,39045.340238
550.0,3760,39058.981437
555.0,3991,39073.58379
495.0,3381,39085.561324
740.0,3441,39097.588828
810.0,3209,39109.069761
555.0,2399,39118.282999
580.0,3979,39132.166705
600.0,3749,39145.318118
385.0,2499,39154.422064
290.0,2095,39161.632659
520.0,3217,39172.791366
510.0,3477,39184.749225
695.0,3365,39196.957527
745.0,3505,39209.005321
665.0,4345,39224.35873
730.0,4068,39238.971995
300.0,2594,39247.962032
525.0,3533,39261.540051
290.0,1953,39268.510526
575.0,3789,39282.396385
630.0,3697,39295.540842
550.0,3930,39309.335361
240.0,1863,39316.297199
410.0,3091,39327.222696
340.0,2421,39335.546009
275.0,2303,39344.000105
580.0,3596,39356.618127
1005.0,3951,39370.64146
910.0,6447,39393.412865
605.0,3835,39407.09892
435.0,2431,39415.674263
575.0,2860,39425.858321
440.0,3489,39437.898129
680.0,3865,39451.918756
885.0,6215,39473.764633
565.0,4011,39487.89299
575.0,3811,39501.077722
275.0,2869,39511.43414
695.0,3915,39524.968018
245.0,2313,39532.946455
470.0,3373,39544.947733
470.0,3449,39557.125309
800.0,4375,39572.102087
755.0,3678,39584.905964
285.0,2223,39593.013797
335.0,2803,39602.790283
470.0,2927,39612.975809
390.0,3499,39625.45948
445.0,3635,39638.013247
770.0,3433,39649.932033
555.0,3437,39662.344076
435.0,3237,39673.657604
800.0,4217,39688.305315
545.0,3255,39717.409388
555.0,3499,39730.533959
575.0,3912,39744.138118
570.0,3884,39757.639136
600.0,4299,39773.292462
605.0,3303,39784.838819
570.0,3745,39797.840101
945.0,5929,39819.055856
685.0,4453,39834.440772
340.0,2265,39842.382862
600.0,3687,39855.1398
750.0,3981,39870.119897
550.0,3165,39881.288466
605.0,3623,39894.15571
1025.0,5449,39913.515204
485.0,3561,39926.445881
525.0,3655,39939.121401
545.0,3815,39952.721152
585.0,2910,39963.601246
440.0,2943,39974.4801
530.0,3715,39987.828529
485.0,3423,39999.751084
365.0,2623,40009.504332
830.0,4147,40024.635759
510.0,3527,40037.229013
685.0,3107,40048.592636
860.0,4707,40065.458584
990.0,7005,40090.557559
580.0,3871,40104.13496
800.0,3613,40116.959738
540.0,3435,40129.255782
575.0,3393,40141.135112
475.0,3371,40152.940497
480.0,3073,40164.121609
470.0,2695,40173.463214
770.0,3677,40186.308016
480.0,2635,40195.499223
570.0,3220,40207.2109
235.0,2231,40214.924668
305.0,2349,40222.978628
570.0,3781,40236.570351
480.0,3147,40247.410879
745.0,3479,40259.599483
485.0,3819,40272.922928
355.0,3049,40284.063332
775.0,3671,40296.729424
605.0,3435,40308.70362
545.0,3404,40320.544405
1000.0,3681,40334.296986
570.0,3428,40346.223799
1050.0,4897,40363.164973
500.0,3871,40376.911055
525.0,3553,40391.15
485.0,3103,40401.883799
470.0,2939,40413.642777
385.0,2901,40426.709846
250.0,2271,40434.985363
600.0,3241,40446.433818
310.0,2309,40454.924527
520.0,3701,40468.388751
450.0,3205,40479.575206
715.0,3871,40493.17842
810.0,3533,40506.270903
720.0,3249,40517.557013
445.0,3387,40529.394079
870.0,3919,40543.623061
675.0,3653,40556.286153
525.0,3193,40567.484298
550.0,3173,40578.761439
600.0,3765,40592.231288
915.0,5577,40611.90115
585.0,2938,40622.30947
600.0,3753,40635.431747
775.0,3525,40647.757288
380.0,2637,40657.56739
1000.0,3663,40670.311481
550.0,3813,40683.56019
755.0,3733,40697.056245
245.0,2229,40704.891357
725.0,3221,40716.281489
545.0,3697,40729.042
605.0,3777,40742.700233
525.0,3038,40753.276879
570.0,3473,40765.372235
800.0,3703,40778.351206
545.0,3536,40791.370733
605.0,3367,40803.18732
600.0,4401,40818.591518
305.0,2453,40827.198093
1010.0,5301,40846.253874
555.0,3208,40857.87021
715.0,4591,40873.884219
570.0,4317,40889.316671
500.0,2827,40899.92509
525.0,3930,40914.064927
540.0,3614,40927.481862
965.0,5849,40948.986613
435.0,3198,40960.621967
540.0,3563,40974.083835
600.0,4201,40990.273042
800.0,3927,41004.146658
555.0,3283,41015.776437
600.0,3509,41028.564158
570.0,3749,41042.539034
1140.0,7159,41068.067363
540.0,3254,41081.311027
555.0,4011,41095.6698
600.0,3897,41109.517989
165.0,1501,41115.388093
515.0,3751,41129.24811
435.0,3127,41140.250583
545.0,3841,41154.522247
325.0,2305,41189.571942
450.0,3433,41202.835313
730.0,3252,41214.193736
80.0,1555,3.066025
90.0,1539,3.449501
65.0,1185,3.7616
345.0,3384,4.57865
80.0,2037,5.024716
80.0,1279,5.316945
180.0,2501,5.877423
85.0,1871,6.371283
125.0,1901,6.848614
55.0,1571,7.221477
35.0,1417,7.535631
60.0,1645,7.868538
120.0,1931,8.332072
485.0,2599,8.880515
55.0,1769,9.342323
105.0,1563,9.686446
120.0,1897,10.114731
60.0,1135,10.36416
215.0,2475,10.91206
185.0,2293,11.421647
185.0,1899,11.947518
150.0,2697,12.597205
20.0,1191,12.869743
180.0,2451,13.405487
35.0,1497,13.74289
80.0,1107,13.99483
80.0,1473,14.339525
50.0,1153,14.65225
65.0,1579,15.014945
160.0,1955,15.469974
60.0,1637,15.842768
65.0,1653,16.214122
120.0,2275,16.799166
30.0,1189,17.132428
65.0,1749,17.530932
220.0,2275,18.049188
155.0,1811,18.446645
490.0,3983,19.325912
110.0,1577,19.687619
110.0,1401,20.014081
120.0,1899,20.454904
95.0,1419,20.831365
130.0,2163,21.332
155.0,2301,22.080219
55.0,1487,22.525554
105.0,1851,22.965802
210.0,2157,23.481932
40.0,1543,23.870586
80.0,1829,24.287132
210.0,4051,25.140319
70.0,1175,25.381576
450.0,3493,26.132846
570.0,4975,27.277751
115.0,2353,27.798047
210.0,2479,28.376182
380.0,4831,29.428169
80.0,1281,29.697077
225.0,2647,30.258379
35.0,1801,30.667881
110.0,1529,30.998238
120.0,1855,31.456024
80.0,1539,31.831327
135.0,2325,32.406753
210.0,2365,32.989344
65.0,1191,33.285219
80.0,1423,33.661877
200.0,3231,34.364875
185.0,2901,35.038892
